date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-12-06,342,1548,444,54289355,339
2025-12-07,313,1224,387,37167996,305
2025-12-08,229,669,254,23187660,226
2025-12-09,179,812,301,24322742,161
2025-12-10,183,530,213,17515751,168
2025-12-11,190,734,234,21788448,187
2025-12-12,276,1269,353,39572407,272
2025-12-13,353,1651,430,56097853,346
2025-12-14,285,994,327,31615054,273
2025-12-15,161,479,214,12630866,155
2025-12-16,152,571,232,18158951,146
2025-12-17,121,276,127,12477742,116
2025-12-18,123,461,157,16850009,121
2025-12-19,245,1317,369,34415018,237
2025-12-20,347,1463,394,49198039,333
2025-12-21,248,735,277,24129022,234
2025-12-22,119,424,170,14684944,111
2025-12-23,139,595,202,18762257,134
2025-12-24,129,326,134,9969637,115
2025-12-25,159,559,177,15662162,155
2025-12-26,260,1589,398,43279818,244
2025-12-27,355,1561,409,51547420,327
2025-12-28,469,1563,446,57861341,429
2025-12-29,416,1536,435,60176680,395
2025-12-30,424,1437,419,56972189,372
2025-12-31,450,1494,411,62515256,356
2026-01-01,292,1401,398,59006795,265
2026-01-02,376,1548,425,61184580,344
2026-01-03,312,1167,319,44933733,295
2026-01-04,241,877,251,25606233,233
2026-01-05,159,1084,207,23714888,155
2026-01-06,48,151,56,7007900,44
2026-01-07,27,77,28,4343560,24
2026-01-08,67,266,104,9285670,61
2026-01-09,114,619,198,18295771,113
2026-01-10,287,1023,294,37905500,270
2026-01-11,236,802,259,32484756,235
2026-01-12,81,266,161,8253201,79
2026-01-13,59,213,120,5694792,57
2026-01-14,63,227,125,6748889,55
2026-01-15,42,159,115,5461248,41
2026-01-16,119,591,204,16223638,115
2026-01-17,179,576,177,22319997,171
2026-01-18,117,479,202,15702249,114
2026-01-19,84,401,164,11970605,82
2026-01-20,71,398,139,10988038,66
2026-01-21,69,261,141,9335889,64
2026-01-22,80,325,181,10355562,78
2026-01-23,136,652,241,20746625,132
2026-01-24,194,757,242,28271606,189
2026-01-25,88,482,191,12661083,85
2026-01-26,45,219,132,5148010,45
2026-01-27,69,365,138,10665979,63
2026-01-28,42,300,132,7041044,42
2026-01-29,55,227,146,7622932,51
2026-01-30,92,404,153,11252660,88
2026-01-31,148,592,150,22092808,148
2026-02-01,68,420,177,12096962,63
2026-02-02,29,190,125,5984599,28
2026-02-03,24,65,73,1814374,22
2026-02-04,44,233,129,9117092,43
2026-02-05,56,158,92,6184532,52
2026-02-06,99,612,208,17693340,96
2026-02-07,147,663,201,25672133,143
2026-02-08,73,371,167,9624615,67
2026-02-09,51,228,134,7170224,50
2026-02-10,60,304,139,7571496,59
2026-02-11,58,228,133,7199584,55
2026-02-12,48,288,157,8015516,48
2026-02-13,72,448,198,13375599,68
2026-02-14,122,632,194,23608554,116
2026-02-15,60,322,168,12167720,59
2026-02-16,52,311,178,8221123,48
2026-02-17,43,304,134,7681552,41
2026-02-18,43,243,142,6668053,40
2026-02-19,51,376,198,9699784,49
2026-02-20,86,568,226,17505777,81
2026-02-21,231,772,241,29787616,219
2026-02-22,123,524,194,21549854,121
2026-02-23,44,236,151,6676792,41
2026-02-24,43,313,134,7175114,41
2026-02-25,36,325,141,7840220,34
2026-02-26,46,173,130,4821272,42
2026-02-27,53,318,186,8565993,53
2026-02-28,94,420,154,14982616,93
2026-03-01,35,133,108,4798960,28
2026-03-02,20,129,95,3443596,16
2026-03-03,15,121,106,3349441,14
2026-03-04,11,79,85,1541564,11
2026-03-05,34,308,93,6986789,33
2026-03-06,27,166,62,3406033,24
