date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2023-12-10,339,1213,440,34782073,329
2023-12-11,253,672,274,21433971,224
2023-12-12,221,600,258,18846270,196
2023-12-13,203,1176,313,26908779,168
2023-12-14,188,597,246,17463239,170
2023-12-15,257,1425,420,38276926,241
2023-12-16,400,1528,499,51793606,386
2023-12-17,282,978,372,27809534,269
2023-12-18,203,506,218,17264965,188
2023-12-19,120,437,125,13898850,112
2023-12-20,157,543,196,16119003,143
2023-12-21,145,459,163,14109194,131
2023-12-22,228,1065,308,28926071,215
2023-12-23,331,1400,451,41812087,329
2023-12-24,294,831,328,25190078,282
2023-12-25,231,678,282,17251178,211
2023-12-26,300,912,330,24021748,278
2023-12-27,322,1191,385,31724070,303
2023-12-28,302,1456,402,44038392,285
2023-12-29,370,1780,488,54412105,337
2023-12-30,432,1338,471,46925750,397
2023-12-31,519,1584,533,63616311,400
2024-01-01,413,1289,414,46211507,321
2024-01-02,418,1464,489,50110536,371
2024-01-03,416,1300,459,43467824,390
2024-01-04,362,1071,372,30727279,320
2024-01-05,339,1078,352,29219459,325
2024-01-06,340,1034,391,37440570,318
2024-01-07,295,1104,321,36481597,281
2024-01-08,72,234,84,7642906,70
2024-01-09,9,22,8,1949900,9
2024-01-10,17,32,7,2622700,13
2024-01-11,21,102,48,3803300,21
2024-01-12,74,689,180,15066419,75
2024-01-13,178,1044,258,29422916,173
2024-01-14,133,431,191,11952205,114
2024-01-15,95,373,164,11473758,84
2024-01-16,100,278,103,9518906,80
2024-01-17,53,135,52,3749400,43
2024-01-18,66,284,112,7372150,56
2024-01-19,115,574,193,16120665,109
2024-01-20,222,1159,346,34577582,219
2024-01-21,132,505,176,15142968,127
2024-01-22,88,440,161,11211435,74
2024-01-23,56,274,105,6824430,50
2024-01-24,44,459,99,8815985,41
2024-01-25,74,382,141,8493002,63
2024-01-26,139,612,251,16585224,127
2024-01-27,210,843,287,30241967,205
2024-01-28,101,587,201,14545543,100
2024-01-29,45,237,105,5924230,39
2024-01-30,51,230,85,5791170,45
2024-01-31,47,136,65,4981593,41
2024-02-01,34,228,83,6212095,31
2024-02-02,111,484,178,12856109,106
2024-02-03,145,725,221,19817695,143
2024-02-04,64,293,89,7126940,61
2024-02-05,63,397,114,6968912,56
2024-02-06,25,121,18,2975731,19
2024-02-07,23,73,25,2181850,20
2024-02-08,45,199,86,5453020,41
2024-02-09,91,647,230,17571792,87
2024-02-10,274,1038,326,32935508,249
2024-02-11,207,621,265,22370195,193
2024-02-12,56,313,109,10487475,52
2024-02-13,28,208,73,3649300,26
2024-02-14,40,141,56,4341610,34
2024-02-15,53,360,139,8796340,43
2024-02-16,85,418,160,10384895,79
2024-02-17,142,762,271,24930995,138
2024-02-18,71,372,124,9937936,68
2024-02-19,41,380,146,8705470,38
2024-02-20,40,374,121,7601660,37
2024-02-21,27,115,42,3379176,23
2024-02-22,96,417,166,12040075,93
2024-02-23,238,794,266,25443202,222
2024-02-24,125,472,167,17793897,119
2024-02-25,62,330,166,7552021,55
2024-02-26,51,335,112,6788650,42
2024-02-27,24,69,52,1961120,18
2024-02-28,15,69,31,2219480,14
2024-02-29,16,184,78,3952970,16
2024-03-01,44,134,46,4206168,42
2024-03-02,83,422,150,11296014,83
2024-03-03,29,127,50,3478210,29
2024-03-04,25,190,60,4143636,22
2024-03-05,21,187,59,3894970,19
2024-03-06,22,155,50,4231280,19
2024-03-07,28,162,55,3998160,25
2024-03-08,42,216,81,4598444,40
