date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2023-09-24,125,260,105,7869585,77
2023-09-25,154,287,105,7030296,90
2023-09-26,127,364,68,7732045,105
2023-09-27,158,333,51,8197536,102
2023-09-28,168,405,99,8979173,134
2023-09-29,203,554,135,13891224,175
2023-09-30,185,710,125,19027052,174
2023-10-01,124,500,63,8937533,119
2023-10-02,101,297,46,6982479,79
2023-10-03,91,212,40,5686826,79
2023-10-04,57,200,41,4988631,55
2023-10-05,102,351,64,8383951,82
2023-10-06,151,517,92,12432781,138
2023-10-07,209,1022,162,28662430,183
2023-10-08,198,1383,156,31929471,167
2023-10-09,47,134,57,3399907,43
2023-10-10,58,156,59,4590052,49
2023-10-11,24,308,74,6845880,23
2023-10-12,45,432,94,5419430,45
2023-10-13,108,748,127,15158800,102
2023-10-14,168,962,151,24376755,163
2023-10-15,164,608,113,14191973,153
2023-10-16,124,449,79,9949779,109
2023-10-17,66,331,36,7010591,63
2023-10-18,65,554,101,12617626,59
2023-10-19,120,495,91,11887109,107
2023-10-20,148,767,119,18051243,145
2023-10-21,133,779,142,22678883,131
2023-10-22,182,681,99,14086820,165
2023-10-23,98,413,77,9456800,87
2023-10-24,96,178,26,4996494,53
2023-10-25,79,485,67,6385546,74
2023-10-26,100,542,91,11400310,91
2023-10-27,148,492,84,12017616,144
2023-10-28,146,903,143,24722924,141
2023-10-29,142,613,104,14104305,132
2023-10-30,62,253,35,5812604,60
2023-10-31,45,262,20,5241550,39
2023-11-01,40,205,23,4141659,34
2023-11-02,91,312,65,8823874,87
2023-11-03,293,1083,165,32984934,245
2023-11-04,185,785,127,23307420,163
2023-11-05,115,513,63,14142963,98
2023-11-06,54,382,55,7021962,47
2023-11-07,53,250,52,6590690,49
2023-11-08,70,411,72,12110728,67
2023-11-09,67,297,55,10411510,63
2023-11-10,141,534,96,17140578,137
2023-11-11,109,810,143,26516660,106
2023-11-12,120,605,99,19287884,111
2023-11-13,93,591,86,12796800,81
2023-11-14,56,351,76,9982220,52
2023-11-15,76,433,63,13893985,69
2023-11-16,67,365,63,15292763,63
2023-11-17,111,488,94,15390758,107
2023-11-18,149,779,122,25586350,149
2023-11-19,110,662,106,20011379,104
2023-11-20,82,282,42,9011520,68
2023-11-21,44,415,61,11331010,42
2023-11-22,71,276,34,7558407,65
2023-11-23,179,709,125,22006912,164
2023-11-24,158,651,95,20812104,156
2023-11-25,140,993,150,26449581,133
2023-11-26,102,493,88,14821913,99
2023-11-27,34,212,37,6070820,34
2023-11-28,22,287,31,5139870,22
2023-11-29,30,182,17,5945490,28
2023-11-30,38,196,13,6405860,34
2023-12-01,52,505,68,8409765,50
2023-12-02,106,872,119,22100987,104
2023-12-03,33,192,13,5041120,33
2023-12-04,27,279,25,7222970,27
2023-12-05,11,139,9,3457700,11
2023-12-06,23,158,12,5443860,19
2023-12-07,25,154,10,4151740,21
2023-12-08,57,365,18,9054800,49
2023-12-09,56,270,25,9145349,55
2023-12-10,25,160,13,4557960,25
2023-12-11,17,101,7,3219500,11
2023-12-12,6,84,1,1896980,6
2023-12-13,15,139,14,5187800,13
2023-12-14,10,133,6,3421970,9
2023-12-15,15,235,1,4613936,15
2023-12-16,22,144,3,4078511,22
2023-12-17,17,138,3,3112514,15
2023-12-18,3,46,0,583740,3
2023-12-19,4,80,0,1572760,4
2023-12-20,1,38,0,414900,1
2023-12-21,3,80,0,1242020,3
2023-12-22,11,73,3,1167590,11
