date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2023-10-15,106,554,172,12761471,103
2023-10-16,86,279,99,7452918,82
2023-10-17,125,406,70,8072556,110
2023-10-18,118,778,145,15534100,107
2023-10-19,148,815,158,16253924,138
2023-10-20,212,993,186,21173308,207
2023-10-21,175,1084,186,27741613,171
2023-10-22,226,846,154,17686600,212
2023-10-23,144,555,120,11915695,133
2023-10-24,95,399,67,7269260,89
2023-10-25,109,637,103,8950340,101
2023-10-26,133,684,113,13645374,124
2023-10-27,208,702,142,15237629,202
2023-10-28,197,1259,211,31776337,189
2023-10-29,185,943,174,18786365,180
2023-10-30,119,464,71,9055961,112
2023-10-31,54,402,45,6097281,52
2023-11-01,58,335,39,6399219,52
2023-11-02,125,391,79,10102191,119
2023-11-03,300,1292,241,36966395,263
2023-11-04,237,969,167,27169908,207
2023-11-05,131,674,89,15998617,115
2023-11-06,89,506,96,10526812,79
2023-11-07,88,444,82,8403420,79
2023-11-08,93,472,72,10128298,84
2023-11-09,90,382,73,9785980,82
2023-11-10,181,648,128,17164902,174
2023-11-11,130,1099,224,33722650,128
2023-11-12,162,761,139,19809324,154
2023-11-13,104,653,108,11606309,97
2023-11-14,90,509,95,10610720,80
2023-11-15,91,456,72,10802595,83
2023-11-16,83,430,90,12242713,79
2023-11-17,159,833,154,21209976,154
2023-11-18,189,1042,198,33802145,187
2023-11-19,127,737,135,18393516,121
2023-11-20,104,358,65,9317011,94
2023-11-21,89,480,87,11437610,75
2023-11-22,128,585,92,14932079,122
2023-11-23,220,804,155,22893006,198
2023-11-24,199,846,144,22165163,188
2023-11-25,195,1304,226,35964531,181
2023-11-26,145,618,126,16011172,141
2023-11-27,43,158,35,4284560,43
2023-11-28,35,320,41,5575320,35
2023-11-29,28,139,18,3488128,27
2023-11-30,28,114,8,2222550,25
2023-12-01,78,826,116,14762537,74
2023-12-02,146,1192,185,28956592,143
2023-12-03,81,439,65,11259269,80
2023-12-04,37,285,31,6039181,36
2023-12-05,21,182,20,3530815,21
2023-12-06,28,257,32,4808030,27
2023-12-07,24,154,8,2869940,22
2023-12-08,77,617,65,13755393,73
2023-12-09,91,743,92,18470106,87
2023-12-10,35,182,20,4034980,35
2023-12-11,9,101,5,1770400,9
2023-12-12,16,82,6,1878060,16
2023-12-13,11,193,27,2767820,11
2023-12-14,11,141,11,2661470,11
2023-12-15,48,591,61,12182733,46
2023-12-16,69,349,19,9192444,67
2023-12-17,31,165,5,4161454,30
2023-12-18,10,90,3,1547790,9
2023-12-19,9,97,2,1960160,9
2023-12-20,3,43,1,554120,3
2023-12-21,5,84,1,1472720,5
2023-12-22,25,231,40,4508610,25
2023-12-23,57,248,15,8679318,57
2023-12-24,57,204,21,4905224,56
2023-12-25,25,159,10,2691813,24
2023-12-26,24,113,5,2416944,21
2023-12-27,41,159,7,3828334,38
2023-12-28,53,172,11,4735270,52
2023-12-29,98,365,6,10171505,89
2023-12-30,108,344,5,10164590,96
2023-12-31,111,439,24,15076606,92
2024-01-01,104,357,16,12330485,85
2024-01-02,89,369,12,12319378,79
2024-01-03,82,295,6,7925732,74
2024-01-04,63,224,7,5336316,53
2024-01-05,33,93,6,2549578,29
2024-01-06,33,119,8,3388840,32
2024-01-07,25,86,5,2568876,24
2024-01-08,3,11,2,459429,3
2024-01-09,0,0,0,0,0
2024-01-10,0,0,0,0,0
2024-01-11,0,0,0,0,0
2024-01-12,14,113,2,2504080,12
