date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-05-29,211,864,325,19139879,196
2025-05-30,297,1110,320,23199703,285
2025-05-31,324,1166,332,33232225,318
2025-06-01,188,594,215,14829872,184
2025-06-02,151,556,228,12811105,144
2025-06-03,122,433,191,11299309,118
2025-06-04,100,369,173,8210921,97
2025-06-05,118,517,123,9815104,106
2025-06-06,248,1074,304,25269383,243
2025-06-07,360,1146,372,32023324,358
2025-06-08,197,673,215,16370564,194
2025-06-09,119,463,200,12225687,113
2025-06-10,107,452,164,11394298,102
2025-06-11,99,520,140,9547853,93
2025-06-12,129,486,162,12130969,123
2025-06-13,234,862,296,22605050,225
2025-06-14,292,1263,353,36380136,287
2025-06-15,224,691,247,17951440,217
2025-06-16,133,487,203,10622049,129
2025-06-17,93,256,123,5998781,87
2025-06-18,105,438,161,10279268,97
2025-06-19,93,502,172,11016343,91
2025-06-20,238,791,262,18843744,222
2025-06-21,243,1028,274,29569483,240
2025-06-22,148,908,243,21016390,145
2025-06-23,101,315,164,7672457,92
2025-06-24,63,220,122,5773531,60
2025-06-25,62,343,150,7899435,57
2025-06-26,98,307,147,8026060,93
2025-06-27,220,876,246,20382138,200
2025-06-28,255,964,258,26619328,246
2025-06-29,121,436,153,10548518,119
2025-06-30,60,170,111,4299414,58
2025-07-01,28,108,59,2829450,27
2025-07-02,47,196,111,5565434,47
2025-07-03,66,292,141,6859356,61
2025-07-04,162,546,170,12570879,145
2025-07-05,189,818,219,22733208,178
2025-07-06,86,591,152,12479241,82
2025-07-07,74,383,161,9824140,70
2025-07-08,24,134,89,3203180,24
2025-07-09,48,192,124,5184673,38
2025-07-10,47,165,102,3658453,45
2025-07-11,136,575,218,12892678,129
2025-07-12,172,698,212,18762520,166
2025-07-13,112,450,178,9883398,100
2025-07-14,66,237,124,4776226,59
2025-07-15,58,328,129,6723008,54
2025-07-16,58,296,131,6641339,48
2025-07-17,70,526,217,13067738,66
2025-07-18,115,454,182,9872882,111
2025-07-19,337,1223,317,35399916,283
2025-07-20,226,1006,265,29788031,218
2025-07-21,141,486,163,12204441,123
2025-07-22,122,412,147,8726301,103
2025-07-23,81,368,139,7931624,74
2025-07-24,149,642,165,13193551,134
2025-07-25,227,733,222,18137338,179
2025-07-26,201,761,207,22101506,187
2025-07-27,188,699,202,17136643,175
2025-07-28,167,545,186,12535461,144
2025-07-29,112,591,197,13782051,102
2025-07-30,118,477,164,10508055,97
2025-07-31,148,533,175,11903775,131
2025-08-01,157,546,178,13002149,133
2025-08-02,147,636,199,17773757,140
2025-08-03,144,530,167,13546024,121
2025-08-04,144,502,163,11978626,116
2025-08-05,83,397,149,9405982,74
2025-08-06,115,352,131,8837862,94
2025-08-07,111,407,146,10842079,95
2025-08-08,129,530,193,14136279,117
2025-08-09,190,702,240,24515501,153
2025-08-10,195,867,268,33312941,169
2025-08-11,173,694,245,25716264,160
2025-08-12,137,577,214,23236015,123
2025-08-13,136,483,192,17835155,119
2025-08-14,128,517,191,18998177,113
2025-08-15,90,371,160,15460717,83
2025-08-16,81,357,162,12999050,78
2025-08-17,97,365,155,9395606,83
2025-08-18,146,460,155,10615043,115
2025-08-19,105,392,143,9295094,92
2025-08-20,85,364,131,8544374,77
2025-08-21,78,598,179,7306616,67
2025-08-22,115,478,181,12800051,106
2025-08-23,112,504,168,14228114,108
2025-08-24,110,405,156,9386155,94
2025-08-25,83,373,138,8873494,72
2025-08-26,38,174,100,4039155,33
2025-08-27,43,361,70,6087592,39
