date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2023-10-07,120,646,156,20034351,106
2023-10-08,198,1260,170,38816149,165
2023-10-09,50,144,59,3626992,46
2023-10-10,59,159,60,4657702,50
2023-10-11,26,307,75,6862430,25
2023-10-12,55,456,96,5954350,54
2023-10-13,113,757,130,15489540,107
2023-10-14,176,983,153,24813127,171
2023-10-15,175,609,121,14495143,165
2023-10-16,145,481,83,10744047,130
2023-10-17,82,315,36,7137391,77
2023-10-18,75,569,101,12915870,69
2023-10-19,132,516,95,12474653,119
2023-10-20,162,775,125,18264895,160
2023-10-21,146,829,145,23850993,144
2023-10-22,186,688,102,14311904,171
2023-10-23,114,448,84,10348725,103
2023-10-24,120,240,26,6142000,73
2023-10-25,94,523,70,7178080,85
2023-10-26,116,576,91,12180190,106
2023-10-27,163,538,90,13012188,159
2023-10-28,161,973,148,26477634,156
2023-10-29,160,650,109,14705234,148
2023-10-30,79,297,37,6655879,77
2023-10-31,45,268,20,5407150,43
2023-11-01,43,209,23,4256339,37
2023-11-02,104,346,66,9702964,100
2023-11-03,312,1093,175,33566453,258
2023-11-04,198,820,129,24256800,176
2023-11-05,136,556,66,15342102,112
2023-11-06,67,369,60,7475862,59
2023-11-07,69,289,52,7531350,65
2023-11-08,85,441,76,13225138,81
2023-11-09,76,316,56,10804170,72
2023-11-10,154,580,112,18590858,150
2023-11-11,118,823,149,27116400,115
2023-11-12,131,630,101,19910474,124
2023-11-13,104,599,87,13380050,92
2023-11-14,68,400,78,11175740,64
2023-11-15,88,452,64,14408035,81
2023-11-16,78,409,66,16554333,74
2023-11-17,136,596,105,18261588,132
2023-11-18,156,802,129,26477740,156
2023-11-19,123,681,113,20498349,115
2023-11-20,96,336,44,10383140,82
2023-11-21,65,448,64,12599970,60
2023-11-22,93,342,36,9336811,87
2023-11-23,192,730,126,22451346,172
2023-11-24,165,691,101,22003775,163
2023-11-25,153,1024,158,27622029,146
2023-11-26,129,567,95,17014604,126
2023-11-27,43,253,40,7065470,43
2023-11-28,27,298,31,5628820,27
2023-11-29,32,205,17,6434450,30
2023-11-30,43,210,13,6692920,37
2023-12-01,65,592,73,10854835,63
2023-12-02,114,914,120,23274357,112
2023-12-03,48,240,14,6323400,48
2023-12-04,31,303,28,7183370,31
2023-12-05,14,145,9,3642740,14
2023-12-06,29,185,12,5625140,23
2023-12-07,26,156,10,4213640,22
2023-12-08,73,398,22,10445925,65
2023-12-09,75,351,31,11566380,74
2023-12-10,33,178,14,5151690,33
2023-12-11,19,107,8,3410460,13
2023-12-12,8,92,1,2124780,8
2023-12-13,18,146,14,5383770,16
2023-12-14,13,147,6,3745270,12
2023-12-15,35,334,1,6705292,31
2023-12-16,48,225,5,6648834,48
2023-12-17,23,165,3,3624474,21
2023-12-18,5,50,0,711940,5
2023-12-19,7,92,0,1837160,7
2023-12-20,3,43,1,554120,3
2023-12-21,4,82,0,1422720,4
2023-12-22,14,87,4,1615190,14
2023-12-23,42,202,4,6813118,42
2023-12-24,39,164,10,3754976,37
2023-12-25,16,127,3,1959821,14
2023-12-26,13,84,2,1646779,13
2023-12-27,27,116,6,2876907,27
2023-12-28,46,151,11,4106380,46
2023-12-29,100,354,5,9932415,86
2023-12-30,95,312,5,9240510,86
2023-12-31,131,460,24,15847276,100
2024-01-01,85,331,16,11510745,75
2024-01-02,83,350,11,11591728,76
2024-01-03,67,247,5,6809216,61
2024-01-04,38,170,7,4006152,36
