date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-06-06,262,1088,316,25282926,257
2025-06-07,368,1174,383,32221246,367
2025-06-08,206,682,218,15724487,203
2025-06-09,130,480,211,11966966,124
2025-06-10,107,474,185,11160580,104
2025-06-11,116,567,154,11544079,110
2025-06-12,148,493,152,12394103,141
2025-06-13,247,888,301,22345802,235
2025-06-14,292,1261,347,35266128,287
2025-06-15,235,745,263,17967353,227
2025-06-16,144,496,208,10431997,135
2025-06-17,114,336,137,7217774,108
2025-06-18,131,519,209,11420120,123
2025-06-19,114,538,204,11556933,110
2025-06-20,251,837,292,19656511,235
2025-06-21,256,1068,296,29423641,251
2025-06-22,183,927,260,21183942,180
2025-06-23,126,343,163,7523995,113
2025-06-24,83,270,135,6974119,79
2025-06-25,73,365,156,8567015,68
2025-06-26,104,320,156,8431195,99
2025-06-27,232,889,252,20630973,212
2025-06-28,260,1002,267,26843208,255
2025-06-29,138,487,165,11670862,136
2025-06-30,68,216,126,4930454,67
2025-07-01,42,138,58,3463062,40
2025-07-02,47,186,108,4753549,46
2025-07-03,82,326,141,7614326,77
2025-07-04,182,588,180,13620239,163
2025-07-05,217,895,234,24984268,206
2025-07-06,102,629,161,12861405,95
2025-07-07,80,372,152,9300809,76
2025-07-08,25,131,90,2784710,24
2025-07-09,44,203,120,5035923,38
2025-07-10,58,189,102,3863670,55
2025-07-11,151,606,202,13519746,143
2025-07-12,193,785,230,20676343,186
2025-07-13,138,481,186,10797243,126
2025-07-14,76,277,133,5691927,70
2025-07-15,65,318,117,6314633,61
2025-07-16,57,302,123,6523510,49
2025-07-17,89,565,224,13542284,83
2025-07-18,138,520,194,11378818,134
2025-07-19,350,1294,331,36679221,295
2025-07-20,235,1089,293,30652805,228
2025-07-21,150,467,151,10995277,131
2025-07-22,142,479,158,9898734,122
2025-07-23,98,440,160,9550794,89
2025-07-24,163,678,167,14042377,147
2025-07-25,259,827,240,19537587,208
2025-07-26,219,897,245,24236336,205
2025-07-27,206,756,207,18010767,194
2025-07-28,186,598,189,13565199,164
2025-07-29,120,603,191,13347268,110
2025-07-30,146,544,167,11979140,122
2025-07-31,170,582,177,12765538,153
2025-08-01,184,656,207,15091836,160
2025-08-02,169,746,235,20491931,162
2025-08-03,171,584,185,14385242,143
2025-08-04,158,569,177,13471515,129
2025-08-05,114,500,171,12522950,99
2025-08-06,131,401,141,9907868,107
2025-08-07,127,452,153,11710848,103
2025-08-08,144,595,215,16280633,132
2025-08-09,190,715,237,24204675,155
2025-08-10,191,864,261,32181602,167
2025-08-11,187,763,254,25810292,174
2025-08-12,146,619,221,22035875,131
2025-08-13,139,507,197,17758645,122
2025-08-14,142,588,207,21154585,126
2025-08-15,90,405,167,16143401,83
2025-08-16,83,396,164,13457164,80
2025-08-17,109,403,154,10073675,94
2025-08-18,150,495,159,10901136,124
2025-08-19,112,429,150,9736372,101
2025-08-20,89,352,121,7540237,80
2025-08-21,81,615,185,6369972,69
2025-08-22,119,511,186,13059885,109
2025-08-23,123,572,179,16292453,118
2025-08-24,120,421,149,10249724,104
2025-08-25,97,400,143,9224845,84
2025-08-26,54,238,114,5427312,47
2025-08-27,48,387,76,6712342,43
2025-08-28,50,246,130,4623258,45
2025-08-29,46,189,92,4441936,45
2025-08-30,55,315,121,8574987,55
2025-08-31,23,97,93,2382493,23
2025-09-01,17,46,13,763974,14
2025-09-02,3,7,3,291300,3
2025-09-03,9,23,9,945050,7
2025-09-04,1,10,3,368960,1
