date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-07-16,165,586,209,13174884,156
2025-07-17,197,758,274,19209529,185
2025-07-18,263,885,314,21340394,258
2025-07-19,503,1641,452,48505698,437
2025-07-20,386,1528,442,45659636,372
2025-07-21,363,1119,331,26741335,330
2025-07-22,282,914,256,19615014,248
2025-07-23,228,891,245,20035855,209
2025-07-24,274,1079,278,23224101,250
2025-07-25,352,1249,356,30685148,329
2025-07-26,380,1515,381,42311922,363
2025-07-27,397,1355,354,33643824,368
2025-07-28,362,1148,314,26365464,326
2025-07-29,248,1048,306,24812932,234
2025-07-30,321,1028,286,22417984,287
2025-07-31,360,1216,313,26981144,336
2025-08-01,324,1123,334,28080019,296
2025-08-02,336,1276,357,36761129,322
2025-08-03,379,1261,334,31749261,334
2025-08-04,330,1225,326,29351407,285
2025-08-05,260,1075,314,26036196,228
2025-08-06,293,987,273,24220557,244
2025-08-07,312,1051,289,26991015,271
2025-08-08,302,1156,322,32080406,280
2025-08-09,339,1174,332,41240891,287
2025-08-10,318,1319,349,49147627,285
2025-08-11,387,1303,373,45957981,354
2025-08-12,337,1204,349,43068537,305
2025-08-13,353,1205,353,42180088,315
2025-08-14,321,1217,366,43378590,290
2025-08-15,250,1013,327,37815299,232
2025-08-16,215,843,274,27840950,199
2025-08-17,311,1006,255,24761987,266
2025-08-18,335,1109,292,26468891,285
2025-08-19,253,985,280,23071167,232
2025-08-20,208,814,243,18980429,189
2025-08-21,221,1046,273,17866504,195
2025-08-22,260,1011,288,26490703,244
2025-08-23,257,1046,290,30452188,247
2025-08-24,273,915,239,21941430,248
2025-08-25,226,862,254,19884280,203
2025-08-26,158,588,199,14064841,141
2025-08-27,108,602,132,11254799,101
2025-08-28,125,417,153,9718327,114
2025-08-29,140,535,186,13602857,135
2025-08-30,150,735,219,20535143,147
2025-08-31,99,298,134,7764786,95
2025-09-01,36,124,36,2799645,33
2025-09-02,8,20,8,780800,7
2025-09-03,12,50,21,1818450,10
2025-09-04,27,65,27,1898246,25
2025-09-05,158,618,214,15576209,153
2025-09-06,181,888,255,21988184,172
2025-09-07,127,484,190,12393708,119
2025-09-08,99,523,202,12241969,90
2025-09-09,65,365,77,6971563,63
2025-09-10,61,205,118,5183843,57
2025-09-11,92,349,140,8151134,85
2025-09-12,129,552,189,13070633,115
2025-09-13,282,1106,298,32164441,257
2025-09-14,198,991,276,29458985,196
2025-09-15,73,260,171,6584979,70
2025-09-16,43,153,113,3710832,42
2025-09-17,52,172,114,4417427,49
2025-09-18,80,271,142,6190560,73
2025-09-19,97,406,190,10012874,93
2025-09-20,177,719,223,21550524,163
2025-09-21,150,533,190,13568033,144
2025-09-22,83,275,149,7962529,80
2025-09-23,70,240,139,6381992,70
2025-09-24,73,297,163,6359936,67
2025-09-25,83,573,139,11532070,78
2025-09-26,125,564,186,15004468,118
2025-09-27,129,694,222,19645637,126
2025-09-28,99,499,200,11213416,95
2025-09-29,77,378,162,8033769,73
2025-09-30,52,246,110,6355750,49
2025-10-01,26,105,102,3314998,24
2025-10-02,42,231,98,5365035,40
2025-10-03,76,410,165,9006163,75
2025-10-04,96,568,201,16582266,96
2025-10-05,63,257,139,7035104,59
2025-10-06,46,232,126,5005598,41
2025-10-07,25,123,95,2915487,23
2025-10-08,52,295,150,8386868,47
2025-10-09,66,339,181,9182098,62
2025-10-10,100,569,209,14261892,96
2025-10-11,184,1071,271,27503931,163
2025-10-12,147,645,209,19894587,143
2025-10-13,50,239,116,5633335,49
2025-10-14,42,542,173,12426014,40
