date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-12-05,270,1525,424,45344932,266
2025-12-06,338,1541,439,54006752,335
2025-12-07,314,1229,389,37296444,306
2025-12-08,230,669,254,23307512,227
2025-12-09,179,812,301,24636242,161
2025-12-10,182,528,212,17439051,167
2025-12-11,189,734,234,21680648,186
2025-12-12,274,1262,351,39513563,270
2025-12-13,351,1644,428,55935325,344
2025-12-14,284,994,326,31621954,272
2025-12-15,160,479,213,12587820,154
2025-12-16,151,583,246,18642951,145
2025-12-17,120,273,126,12424942,115
2025-12-18,122,459,156,16801609,120
2025-12-19,245,1317,369,34326918,237
2025-12-20,348,1475,395,49615759,334
2025-12-21,245,726,274,23893572,232
2025-12-22,117,417,167,14535294,109
2025-12-23,138,590,201,18624757,133
2025-12-24,127,323,133,9897529,114
2025-12-25,159,556,176,15595862,155
2025-12-26,258,1587,396,43172033,242
2025-12-27,355,1560,409,51523420,327
2025-12-28,466,1554,444,57605481,427
2025-12-29,416,1533,434,60234686,395
2025-12-30,423,1433,418,56745142,371
2025-12-31,451,1497,413,62595036,357
2026-01-01,292,1402,398,59011145,265
2026-01-02,377,1550,426,61274180,345
2026-01-03,310,1162,317,44789083,293
2026-01-04,239,868,242,25458267,230
2026-01-05,157,1080,206,23702177,153
2026-01-06,48,151,56,7007900,44
2026-01-07,27,77,28,4343560,24
2026-01-08,68,268,105,9437470,62
2026-01-09,112,613,196,18126591,111
2026-01-10,286,1021,293,37833200,269
2026-01-11,236,805,260,32576841,235
2026-01-12,82,269,162,8322951,80
2026-01-13,57,201,118,5511000,55
2026-01-14,63,227,125,6748889,55
2026-01-15,42,159,115,5461248,41
2026-01-16,118,589,203,16174438,114
2026-01-17,180,591,180,22555122,172
2026-01-18,116,477,201,15627449,113
2026-01-19,85,406,165,12097105,83
2026-01-20,70,394,138,10935238,65
2026-01-21,69,261,141,9335889,64
2026-01-22,80,325,181,10355562,78
2026-01-23,133,645,238,20531305,129
2026-01-24,192,751,240,28043386,187
2026-01-25,89,484,192,12714183,86
2026-01-26,45,219,132,5071010,45
2026-01-27,68,330,127,9835479,62
2026-01-28,42,300,132,7041044,42
2026-01-29,55,227,146,7622932,51
2026-01-30,92,404,153,11252660,88
2026-01-31,148,592,150,22092808,148
2026-02-01,67,416,177,12093062,62
2026-02-02,29,190,125,5984599,28
2026-02-03,24,65,73,1814374,22
2026-02-04,44,233,129,9117092,43
2026-02-05,55,156,91,6135832,51
2026-02-06,97,603,206,17409540,94
2026-02-07,147,663,201,25672133,143
2026-02-08,69,365,165,9500887,65
2026-02-09,51,222,132,7055252,50
2026-02-10,60,304,139,7571496,59
2026-02-11,57,225,132,7142956,54
2026-02-12,48,288,157,8015516,48
2026-02-13,71,445,197,13318971,67
2026-02-14,122,632,194,23606354,116
2026-02-15,60,322,168,12167720,59
2026-02-16,52,311,178,8221123,48
2026-02-17,43,304,134,7681552,41
2026-02-18,43,243,142,6668053,40
2026-02-19,52,413,216,10182684,50
2026-02-20,86,568,226,17505777,81
2026-02-21,231,790,252,30315316,219
2026-02-22,123,524,194,21543254,121
2026-02-23,44,236,151,6676792,41
2026-02-24,43,313,134,7175114,41
2026-02-25,36,325,141,7840220,34
2026-02-26,46,173,130,4821272,42
2026-02-27,51,312,184,8421037,51
2026-02-28,94,420,154,14982616,93
2026-03-01,35,133,108,4798960,28
2026-03-02,19,127,94,3394896,15
2026-03-03,15,121,106,3349441,14
2026-03-04,11,79,85,1541564,11
2026-03-05,33,304,92,6889989,32
