date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2023-10-24,178,478,161,10099488,134
2023-10-25,175,818,275,16338074,169
2023-10-26,258,901,228,20624334,239
2023-10-27,366,1140,327,26571277,357
2023-10-28,276,1641,269,43262660,265
2023-10-29,374,1301,340,29027937,358
2023-10-30,261,828,205,18045466,247
2023-10-31,186,718,152,15033214,170
2023-11-01,182,656,168,14614319,168
2023-11-02,315,987,249,24994934,299
2023-11-03,475,1729,434,50968648,425
2023-11-04,412,1613,371,43171210,388
2023-11-05,346,1168,308,31094787,309
2023-11-06,234,797,211,20095780,209
2023-11-07,218,723,199,20572474,202
2023-11-08,178,882,180,22401310,163
2023-11-09,212,873,178,24624045,191
2023-11-10,361,1147,317,37340924,353
2023-11-11,237,1439,348,44593628,236
2023-11-12,372,1318,332,38994654,356
2023-11-13,246,1022,265,28457696,224
2023-11-14,216,838,203,28147287,199
2023-11-15,255,862,228,27431232,237
2023-11-16,210,1003,238,30876864,201
2023-11-17,282,1146,277,33586517,275
2023-11-18,326,1503,348,46300696,317
2023-11-19,276,1225,273,32753822,268
2023-11-20,268,727,217,21277910,230
2023-11-21,254,978,234,28293943,216
2023-11-22,274,991,294,31621612,243
2023-11-23,454,1339,381,41050659,396
2023-11-24,394,1269,316,38628655,352
2023-11-25,316,1677,371,47954561,287
2023-11-26,290,1151,255,34119248,271
2023-11-27,155,497,150,14207572,142
2023-11-28,142,505,247,12268704,131
2023-11-29,148,389,119,13797975,132
2023-11-30,114,431,101,12502755,100
2023-12-01,180,1247,253,28135025,165
2023-12-02,291,1581,321,48307854,271
2023-12-03,199,839,185,23255009,189
2023-12-04,108,595,109,14363771,100
2023-12-05,89,592,111,14654815,80
2023-12-06,118,518,139,15516905,105
2023-12-07,83,477,95,10078188,75
2023-12-08,178,1314,236,33728386,163
2023-12-09,251,1471,285,42480215,242
2023-12-10,167,779,212,22726297,157
2023-12-11,88,286,87,10219600,71
2023-12-12,71,349,72,9224050,61
2023-12-13,67,908,166,17440123,59
2023-12-14,63,316,49,9195999,60
2023-12-15,132,1122,215,26731329,130
2023-12-16,274,1142,275,39245886,267
2023-12-17,108,432,88,13715336,100
2023-12-18,63,245,78,7777238,54
2023-12-19,37,160,24,5464260,35
2023-12-20,43,207,57,6706780,39
2023-12-21,36,214,28,6619170,34
2023-12-22,92,684,145,16093500,87
2023-12-23,181,642,176,23250137,177
2023-12-24,142,409,115,12104957,132
2023-12-25,87,314,80,8077854,76
2023-12-26,144,439,116,11436194,125
2023-12-27,141,688,150,13814758,128
2023-12-28,184,1023,205,29237380,170
2023-12-29,304,1488,274,45671525,274
2023-12-30,331,973,230,34106645,296
2023-12-31,486,1468,366,54673908,376
2024-01-01,388,1194,286,43650782,301
2024-01-02,407,1182,250,41621509,296
2024-01-03,283,856,212,28745014,257
2024-01-04,179,518,109,16099094,149
2024-01-05,100,321,72,9072437,91
2024-01-06,176,440,151,16864940,154
2024-01-07,142,563,117,17404413,127
2024-01-08,25,100,34,3685469,23
2024-01-09,3,8,2,796000,3
2024-01-10,3,7,2,525600,3
2024-01-11,6,20,10,1184600,6
2024-01-12,30,202,22,5026510,25
2024-01-13,68,467,63,12612316,66
2024-01-14,57,262,41,6144030,41
2024-01-15,31,173,31,3326240,25
2024-01-16,34,119,24,2662420,24
2024-01-17,16,21,8,1200190,11
2024-01-18,23,117,13,2939190,19
2024-01-19,25,241,24,4357503,24
2024-01-20,72,328,86,12091896,69
2024-01-21,19,128,8,4334240,19
