date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2023-12-22,222,1073,319,29980851,215
2023-12-23,326,1403,438,41214418,325
2023-12-24,315,876,348,26771335,302
2023-12-25,259,734,306,18838599,239
2023-12-26,317,950,346,26390542,295
2023-12-27,339,1251,400,33391064,319
2023-12-28,326,1477,427,45409172,307
2023-12-29,389,1842,497,57098215,355
2023-12-30,459,1418,493,49090510,423
2023-12-31,563,1689,563,67703071,439
2024-01-01,423,1348,432,48174817,335
2024-01-02,424,1508,506,50980693,381
2024-01-03,441,1353,481,45032694,417
2024-01-04,407,1166,414,33247525,361
2024-01-05,373,1170,386,32609860,358
2024-01-06,367,1095,406,39047550,344
2024-01-07,321,1181,346,38814374,309
2024-01-08,89,285,100,9487326,85
2024-01-09,10,24,9,2172700,10
2024-01-10,24,46,14,3700500,18
2024-01-11,25,123,48,4599700,25
2024-01-12,96,672,168,15305020,97
2024-01-13,227,1188,313,33857065,223
2024-01-14,161,537,215,14532395,142
2024-01-15,116,378,176,12587568,105
2024-01-16,105,253,91,9117700,85
2024-01-17,71,224,78,5510496,61
2024-01-18,80,414,137,10038350,68
2024-01-19,134,702,194,18550112,128
2024-01-20,241,1238,370,36742912,238
2024-01-21,150,544,198,16694508,148
2024-01-22,101,388,159,11983140,86
2024-01-23,73,264,97,6691888,59
2024-01-24,68,507,130,10150565,56
2024-01-25,91,406,154,9076157,74
2024-01-26,166,647,278,18709096,146
2024-01-27,246,908,315,32008142,235
2024-01-28,132,618,206,15726843,124
2024-01-29,61,222,100,6087390,48
2024-01-30,57,267,101,7827990,51
2024-01-31,51,116,56,4610873,46
2024-02-01,41,293,104,7791395,39
2024-02-02,125,510,184,15584054,120
2024-02-03,173,829,251,22619707,171
2024-02-04,81,355,137,8884804,78
2024-02-05,70,408,115,7444170,62
2024-02-06,29,129,22,3175331,23
2024-02-07,27,82,29,2480900,24
2024-02-08,47,205,88,5804320,43
2024-02-09,98,666,237,18465502,94
2024-02-10,292,1110,360,35293906,265
2024-02-11,232,674,294,23941825,216
2024-02-12,74,330,110,12187185,69
2024-02-13,38,238,83,4408381,34
2024-02-14,50,140,52,5043620,43
2024-02-15,62,380,158,9399010,50
2024-02-16,114,506,183,13202045,108
2024-02-17,160,785,286,25548685,156
2024-02-18,82,408,141,11480796,79
2024-02-19,53,465,162,9718750,50
2024-02-20,54,425,136,8883940,49
2024-02-21,36,106,36,3353216,30
2024-02-22,114,432,186,13011439,110
2024-02-23,267,909,314,28626322,250
2024-02-24,141,518,179,18496987,133
2024-02-25,75,408,181,8781231,68
2024-02-26,57,363,100,6598990,47
2024-02-27,32,92,59,2987870,26
2024-02-28,19,51,20,2560630,18
2024-02-29,18,188,80,4031780,18
2024-03-01,64,190,68,5497525,60
2024-03-02,112,527,183,14380834,114
2024-03-03,42,159,62,4450920,41
2024-03-04,31,202,65,4502306,27
2024-03-05,24,192,62,4072740,22
2024-03-06,26,147,48,4450330,23
2024-03-07,30,163,57,4258470,27
2024-03-08,61,405,134,6383774,54
2024-03-09,147,619,223,22732725,143
2024-03-10,52,245,80,6539605,48
2024-03-11,38,203,73,4704110,32
2024-03-12,21,137,71,3537300,17
2024-03-13,32,108,62,3353680,27
2024-03-14,36,130,75,3645286,28
2024-03-15,61,212,94,4703479,61
2024-03-16,64,245,88,8157305,64
2024-03-17,27,145,60,3160700,27
2024-03-18,36,189,66,5435290,33
2024-03-19,31,126,47,3244120,27
2024-03-20,36,138,47,5320031,35
