date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-02-22,404,1437,491,53749192,403
2026-02-23,282,878,333,27659053,270
2026-02-24,193,737,257,21642173,179
2026-02-25,204,818,273,24733482,198
2026-02-26,238,670,266,19287580,228
2026-02-27,263,1029,382,27357727,254
2026-02-28,365,1354,444,45356398,354
2026-03-01,228,782,268,22943958,218
2026-03-02,141,478,184,15247318,131
2026-03-03,112,370,132,10942167,104
2026-03-04,108,449,160,10956523,102
2026-03-05,154,607,211,16696500,148
2026-03-06,297,1161,384,35632332,285
2026-03-07,339,1380,417,47568560,334
2026-03-08,295,940,320,27696004,283
2026-03-09,199,658,226,18174610,189
2026-03-10,151,611,203,16378205,144
2026-03-11,177,697,221,18074246,168
2026-03-12,217,928,290,24854410,205
2026-03-13,286,1249,401,37476449,277
2026-03-14,365,1468,434,48415374,355
2026-03-15,312,1041,337,29511741,304
2026-03-16,192,691,226,17829435,182
2026-03-17,183,607,205,16478536,175
2026-03-18,194,653,227,18069076,186
2026-03-19,340,1205,381,32929630,330
2026-03-20,427,1496,460,49937532,388
2026-03-21,320,1511,391,44512934,317
2026-03-22,231,815,246,23552723,227
2026-03-23,148,504,155,12624783,131
2026-03-24,127,534,155,13213121,124
2026-03-25,203,642,214,16685648,188
2026-03-26,241,906,262,24155186,217
2026-03-27,343,1359,401,37337048,323
2026-03-28,352,1297,416,42525862,334
2026-03-29,348,1251,385,34538819,340
2026-03-30,191,667,245,17552307,178
2026-03-31,90,477,158,11368532,84
2026-04-01,145,499,159,11928296,123
2026-04-02,112,447,153,11541565,108
2026-04-03,188,772,239,18581436,179
2026-04-04,175,669,215,21623461,174
2026-04-05,137,418,160,11721869,124
2026-04-06,90,328,157,8978853,84
2026-04-07,87,499,187,12191639,81
2026-04-08,67,344,141,8671176,65
2026-04-09,80,474,181,9104496,73
2026-04-10,141,570,205,14816026,136
2026-04-11,163,600,201,19251677,157
2026-04-12,114,365,142,10599786,113
2026-04-13,51,129,64,4657770,49
2026-04-14,53,191,66,4511927,52
2026-04-15,23,669,301,3877430,20
2026-04-16,72,830,363,8006116,69
2026-04-17,88,991,313,12083560,84
2026-04-18,167,635,226,18788447,163
2026-04-19,92,338,108,9612471,79
2026-04-20,72,282,113,7427281,63
2026-04-21,44,269,88,6068946,43
2026-04-22,65,191,83,4781029,60
2026-04-23,71,245,84,6060945,67
2026-04-24,105,492,152,11478470,100
2026-04-25,112,433,133,13637814,111
2026-04-26,57,217,71,5240613,56
2026-04-27,45,152,58,3532256,40
2026-04-28,59,250,85,5170438,58
2026-04-29,111,240,90,6714935,91
2026-04-30,117,313,117,9082671,113
2026-05-01,101,293,109,9422690,94
2026-05-02,183,572,180,22116567,165
2026-05-03,330,1045,328,40479879,286
2026-05-04,206,901,266,34643695,200
2026-05-05,72,216,73,9172014,68
2026-05-06,44,113,42,3724766,38
2026-05-07,44,168,52,3878903,43
2026-05-08,22,132,36,3083033,22
2026-05-09,61,253,97,8191027,58
2026-05-10,47,252,102,6374584,43
2026-05-11,31,254,103,6436936,29
2026-05-12,16,77,27,2058680,16
2026-05-13,26,323,126,5905000,25
2026-05-14,28,182,68,3226840,26
2026-05-15,71,432,112,9845931,68
2026-05-16,74,322,126,10720978,72
2026-05-17,60,222,99,5877848,55
2026-05-18,55,271,81,7558078,50
2026-05-19,47,396,194,8341102,40
2026-05-20,32,378,192,6280261,32
2026-05-21,51,161,70,4225383,49
2026-05-22,61,515,141,10380098,60
2026-05-23,56,258,92,8781541,56
