date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2023-10-28,159,988,248,26602647,151
2023-10-29,309,970,354,23533467,293
2023-10-30,265,842,206,18096256,252
2023-10-31,204,755,161,15999892,185
2023-11-01,204,702,184,16125169,188
2023-11-02,334,1025,259,25901441,318
2023-11-03,470,1697,433,50197094,421
2023-11-04,422,1619,383,42870395,401
2023-11-05,358,1186,311,31516987,321
2023-11-06,262,839,225,21455332,235
2023-11-07,247,812,211,22443529,228
2023-11-08,187,852,179,22563715,172
2023-11-09,224,852,185,24128665,203
2023-11-10,374,1158,317,37102839,366
2023-11-11,263,1485,353,45508808,261
2023-11-12,385,1297,330,38515254,367
2023-11-13,258,1051,273,29366519,236
2023-11-14,231,903,207,29872167,215
2023-11-15,266,907,238,28752460,248
2023-11-16,234,1018,254,32325154,224
2023-11-17,283,1152,262,33789026,277
2023-11-18,326,1492,351,46408326,317
2023-11-19,297,1299,293,34376232,289
2023-11-20,291,769,230,22302428,251
2023-11-21,263,988,241,28455288,225
2023-11-22,289,1045,300,33112887,258
2023-11-23,455,1336,385,41219779,398
2023-11-24,393,1275,322,38756705,353
2023-11-25,327,1694,380,48599281,298
2023-11-26,300,1192,268,35072518,279
2023-11-27,178,554,161,15840542,161
2023-11-28,165,583,264,14497494,148
2023-11-29,162,423,124,14646440,146
2023-11-30,124,454,108,13073005,110
2023-12-01,191,1251,256,29052979,178
2023-12-02,293,1604,329,49026364,275
2023-12-03,208,872,195,24287329,198
2023-12-04,110,606,110,14672467,103
2023-12-05,93,605,118,15036485,84
2023-12-06,127,551,147,16457836,114
2023-12-07,92,497,100,10682738,84
2023-12-08,190,1349,248,34897486,175
2023-12-09,264,1530,297,43815265,256
2023-12-10,195,804,224,23892537,169
2023-12-11,110,297,91,10377500,76
2023-12-12,95,364,77,9687810,68
2023-12-13,91,915,173,17734853,65
2023-12-14,86,331,55,9924299,67
2023-12-15,158,1154,221,27537649,140
2023-12-16,299,1162,280,39902686,275
2023-12-17,136,503,100,15434776,111
2023-12-18,92,272,90,8549438,67
2023-12-19,40,286,34,8051990,38
2023-12-20,53,243,67,8119030,49
2023-12-21,39,217,30,6848520,37
2023-12-22,107,723,156,17164410,100
2023-12-23,197,694,187,24369755,193
2023-12-24,160,440,122,12970827,146
2023-12-25,112,391,101,10036271,96
2023-12-26,164,523,125,13543304,144
2023-12-27,149,718,154,16996001,136
2023-12-28,196,1062,213,30769315,182
2023-12-29,314,1508,283,46160925,284
2023-12-30,350,1020,247,35562085,313
2023-12-31,494,1472,373,55457988,379
2024-01-01,389,1189,280,43649137,298
2024-01-02,339,1187,259,40592489,298
2024-01-03,293,885,223,29611114,267
2024-01-04,199,569,123,17513101,168
2024-01-05,101,331,72,9318279,94
2024-01-06,175,466,150,17823420,156
2024-01-07,147,581,124,18512721,135
2024-01-08,25,102,34,3731969,23
2024-01-09,3,8,2,796000,3
2024-01-10,4,13,5,976200,4
2024-01-11,6,22,8,1347400,6
2024-01-12,35,216,25,5372900,30
2024-01-13,76,507,72,13777741,74
2024-01-14,63,275,47,6579580,47
2024-01-15,34,197,42,5232540,28
2024-01-16,34,119,24,2662420,24
2024-01-17,16,22,8,1200190,11
2024-01-18,25,117,14,2942040,21
2024-01-19,27,245,26,4688403,26
2024-01-20,88,495,118,16428096,87
2024-01-21,37,250,33,6414540,33
2024-01-22,26,244,30,5257560,20
2024-01-23,16,132,9,2539250,14
2024-01-24,17,31,9,1240459,14
2024-01-25,26,153,12,3676800,20
