date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2023-11-21,168,808,228,24890132,159
2023-11-22,246,818,323,28348432,221
2023-11-23,500,1482,371,45838710,451
2023-11-24,439,1379,357,41142667,404
2023-11-25,371,1719,409,50267537,346
2023-11-26,373,1293,316,38063633,354
2023-11-27,292,783,241,23406136,270
2023-11-28,256,781,214,21939591,235
2023-11-29,231,663,158,20967179,215
2023-11-30,173,548,141,17419535,158
2023-12-01,250,1297,287,31924177,234
2023-12-02,327,1606,345,50913030,309
2023-12-03,292,1025,265,28330247,279
2023-12-04,170,714,143,19451716,161
2023-12-05,131,706,152,19837949,118
2023-12-06,182,662,171,20203154,166
2023-12-07,142,563,125,14223711,131
2023-12-08,240,1494,274,39149541,229
2023-12-09,318,1606,341,47291703,313
2023-12-10,271,981,267,27920345,247
2023-12-11,170,440,141,14892575,135
2023-12-12,127,398,102,13151650,99
2023-12-13,131,1050,187,22412320,100
2023-12-14,140,457,95,13753843,116
2023-12-15,216,1324,255,32081506,193
2023-12-16,330,1281,315,43892152,310
2023-12-17,208,732,174,21275562,184
2023-12-18,143,398,126,13629127,116
2023-12-19,70,308,47,9977910,62
2023-12-20,88,349,90,11450880,80
2023-12-21,83,304,60,9900162,80
2023-12-22,175,895,188,21116950,165
2023-12-23,248,1220,259,29952863,244
2023-12-24,228,646,162,18019629,214
2023-12-25,162,502,127,12863413,144
2023-12-26,214,682,150,18382738,190
2023-12-27,233,957,197,22620596,215
2023-12-28,258,1381,246,40651635,242
2023-12-29,342,1676,317,50485785,309
2023-12-30,395,1198,272,41489217,356
2023-12-31,505,1498,364,57699036,385
2024-01-01,405,1264,290,45830387,311
2024-01-02,395,1351,324,45922359,345
2024-01-03,350,1075,267,34849422,326
2024-01-04,303,886,183,24764704,265
2024-01-05,221,633,135,17259290,205
2024-01-06,282,810,228,29565330,261
2024-01-07,214,784,173,24801989,199
2024-01-08,44,163,48,5507631,42
2024-01-09,5,14,5,1340900,5
2024-01-10,15,28,6,2402100,11
2024-01-11,8,27,10,1667300,8
2024-01-12,52,455,59,6984650,46
2024-01-13,116,785,103,20490271,114
2024-01-14,80,292,51,7653498,63
2024-01-15,60,239,72,7556993,50
2024-01-16,62,173,36,4995816,46
2024-01-17,31,44,12,1980860,21
2024-01-18,35,188,28,4260890,28
2024-01-19,57,331,35,8762383,53
2024-01-20,159,807,182,24899608,157
2024-01-21,68,323,55,8399100,60
2024-01-22,41,295,49,6827790,31
2024-01-23,29,156,18,3148610,26
2024-01-24,27,404,63,7751349,24
2024-01-25,50,207,35,5665910,40
2024-01-26,80,361,50,9277194,70
2024-01-27,125,494,131,18885937,117
2024-01-28,53,388,66,8499418,50
2024-01-29,27,174,38,4230210,25
2024-01-30,20,135,18,2691750,18
2024-01-31,29,75,29,2811233,26
2024-02-01,14,146,17,3988517,12
2024-02-02,56,320,34,7851802,55
2024-02-03,73,325,65,8093535,71
2024-02-04,25,71,11,1908550,22
2024-02-05,31,143,19,3638900,27
2024-02-06,11,94,7,2311440,8
2024-02-07,8,24,9,1068300,7
2024-02-08,16,87,11,1907900,14
2024-02-09,48,249,26,6640590,45
2024-02-10,121,380,58,12296693,108
2024-02-11,98,247,107,8656785,90
2024-02-12,22,192,11,6300155,20
2024-02-13,9,73,5,1305910,9
2024-02-14,13,27,6,1294120,11
2024-02-15,20,117,9,3087800,18
2024-02-16,32,230,14,4663125,31
2024-02-17,63,292,51,11053180,62
2024-02-18,32,160,24,4569226,29
