date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-03-29,437,1572,424,50308103,408
2025-03-30,409,1405,402,38545265,402
2025-03-31,266,791,224,18705301,237
2025-04-01,254,975,305,21685562,232
2025-04-02,243,884,250,20597499,222
2025-04-03,251,915,259,21287859,241
2025-04-04,314,1306,351,32153722,299
2025-04-05,293,1381,376,38805728,284
2025-04-06,194,634,225,16350739,183
2025-04-07,104,293,133,6992879,95
2025-04-08,124,345,139,8641408,115
2025-04-09,180,619,249,16050194,156
2025-04-10,145,615,216,13808591,134
2025-04-11,246,906,283,22867817,240
2025-04-12,376,1291,358,35761380,367
2025-04-13,241,758,241,19534632,232
2025-04-14,130,351,159,10270807,121
2025-04-15,123,430,172,11009429,119
2025-04-16,91,978,266,19599850,79
2025-04-17,102,1108,326,22670561,99
2025-04-18,148,1396,382,30121928,143
2025-04-19,311,1286,361,33912649,305
2025-04-20,213,729,270,18735227,201
2025-04-21,133,512,218,12381017,124
2025-04-22,106,409,157,9041198,102
2025-04-23,111,300,142,7855425,102
2025-04-24,127,431,176,10572584,121
2025-04-25,178,665,228,15383287,171
2025-04-26,313,1021,285,30097170,294
2025-04-27,253,676,233,20035197,230
2025-04-28,173,515,164,15330821,168
2025-04-29,188,485,170,13468968,174
2025-04-30,203,485,172,12831929,181
2025-05-01,201,559,185,15714481,189
2025-05-02,176,466,152,13544891,167
2025-05-03,490,1391,378,50652806,400
2025-05-04,369,1419,383,53155559,338
2025-05-05,196,804,254,29785029,195
2025-05-06,43,123,87,4046979,41
2025-05-07,55,147,92,4945211,51
2025-05-08,45,250,67,4904270,39
2025-05-09,82,484,119,9037477,74
2025-05-10,163,589,209,17695596,154
2025-05-11,91,365,164,9449895,85
2025-05-12,89,349,152,7861087,83
2025-05-13,77,456,166,11806955,70
2025-05-14,56,305,108,6012267,49
2025-05-15,81,414,114,8438036,77
2025-05-16,166,600,225,15373341,162
2025-05-17,223,852,252,24889732,219
2025-05-18,113,482,148,11739788,103
2025-05-19,75,374,101,7492018,71
2025-05-20,74,301,168,12625841,69
2025-05-21,67,551,119,10499588,57
2025-05-22,100,355,199,10096136,93
2025-05-23,174,612,220,14677781,162
2025-05-24,188,883,243,25370866,184
2025-05-25,120,552,176,13603565,116
2025-05-26,69,226,134,5613462,62
2025-05-27,38,122,88,3384071,36
2025-05-28,48,380,78,7236630,44
2025-05-29,66,526,195,9687744,62
2025-05-30,147,473,166,10828808,138
2025-05-31,117,516,186,14229626,115
2025-06-01,53,216,129,5945552,53
2025-06-02,42,236,126,4769105,41
2025-06-03,41,238,144,5831769,39
2025-06-04,22,172,120,4037915,21
2025-06-05,45,342,66,5953560,40
2025-06-06,90,496,173,10967553,88
2025-06-07,117,474,171,13776254,115
2025-06-08,62,285,136,7489364,60
2025-06-09,35,182,106,5865420,31
2025-06-10,19,259,75,5579870,15
2025-06-11,27,243,91,4546541,23
2025-06-12,45,265,131,5790119,43
2025-06-13,62,312,155,8158301,57
2025-06-14,116,653,202,17784265,114
2025-06-15,48,235,116,5367116,48
2025-06-16,33,150,104,2926003,32
2025-06-17,20,85,92,2358600,18
2025-06-18,24,98,81,2401872,22
2025-06-19,19,290,112,5369670,19
2025-06-20,78,350,146,7806049,68
2025-06-21,53,694,191,18658358,51
2025-06-22,46,569,168,12461435,46
2025-06-23,13,68,90,2265235,13
2025-06-24,4,62,21,1349810,4
2025-06-25,10,198,113,3849800,10
2025-06-26,26,172,43,3968485,22
2025-06-27,38,302,85,6013316,37
