date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-05-07,191,588,221,14377840,182
2026-05-08,146,503,183,12451280,142
2026-05-09,283,960,330,29151272,280
2026-05-10,179,584,231,15135740,169
2026-05-11,156,593,245,15618331,150
2026-05-12,88,378,215,11644670,86
2026-05-13,101,574,289,14084178,95
2026-05-14,115,384,161,9332096,107
2026-05-15,245,1036,329,25777211,241
2026-05-16,268,1049,352,32462742,262
2026-05-17,234,853,308,22697228,225
2026-05-18,227,628,246,16802746,210
2026-05-19,189,801,331,18712628,174
2026-05-20,127,751,303,16697995,124
2026-05-21,213,758,300,18400858,207
2026-05-22,246,1090,345,26291650,233
2026-05-23,292,1107,373,32689855,288
2026-05-24,246,785,289,20576931,236
2026-05-25,158,539,207,13157602,148
2026-05-26,114,510,185,12891136,101
2026-05-27,112,435,152,11538788,106
2026-05-28,134,759,228,16555776,130
2026-05-29,233,738,282,20083750,222
2026-05-30,241,938,331,28432486,238
2026-05-31,125,603,181,14486522,123
2026-06-01,94,422,125,9549311,90
2026-06-02,69,455,212,11177925,58
2026-06-03,77,454,165,11327168,69
2026-06-04,110,444,147,10330825,101
2026-06-05,182,1024,341,22101207,173
2026-06-06,250,1034,334,30475759,249
2026-06-07,157,565,221,15467749,149
2026-06-08,76,302,126,7338011,74
2026-06-09,69,279,184,7710314,65
2026-06-10,55,341,129,6719134,49
2026-06-11,91,477,188,10658740,82
2026-06-12,183,803,271,21870352,176
2026-06-13,211,1046,341,31892626,206
2026-06-14,112,406,139,10510239,109
2026-06-15,60,236,89,5995680,60
2026-06-16,56,245,85,6538874,55
2026-06-17,45,480,151,7479833,42
2026-06-18,79,309,103,7081565,71
2026-06-19,151,607,202,15942870,144
2026-06-20,172,813,246,23940611,169
2026-06-21,95,380,121,9415959,92
2026-06-22,40,146,55,4095354,40
2026-06-23,54,224,87,5229551,49
2026-06-24,50,309,111,7692732,46
2026-06-25,60,429,168,7794902,55
2026-06-26,123,480,160,11185575,118
2026-06-27,164,777,233,22638609,162
2026-06-28,107,439,134,11035798,100
2026-06-29,66,220,75,5400012,61
2026-06-30,23,69,42,1986215,21
2026-07-01,33,198,72,4718965,29
2026-07-02,38,110,43,3048290,38
2026-07-03,67,339,111,8886137,67
2026-07-04,97,701,168,18357014,94
2026-07-05,62,385,106,8572973,60
2026-07-06,40,202,58,4795132,35
2026-07-07,34,100,34,2281990,29
2026-07-08,20,174,45,3568023,19
2026-07-09,48,199,61,4720181,44
2026-07-10,86,333,107,9010270,84
2026-07-11,106,479,138,13559867,103
2026-07-12,62,285,92,7457037,60
2026-07-13,36,106,38,2550661,35
2026-07-14,29,224,136,4722238,27
2026-07-15,45,271,88,6508735,41
2026-07-16,61,327,98,8527898,56
2026-07-17,82,296,96,7434294,78
2026-07-18,259,845,259,27485859,218
2026-07-19,146,708,214,23972667,141
2026-07-20,97,306,97,7575064,84
2026-07-21,49,212,60,5157695,43
2026-07-22,44,276,68,6539877,41
2026-07-23,68,413,108,8120058,56
2026-07-24,148,465,129,10785035,111
2026-07-25,120,398,126,11232229,87
2026-07-26,126,460,125,11464739,114
2026-07-27,103,401,110,9028363,87
2026-07-28,86,359,104,8488869,76
2026-07-29,74,276,78,6290596,63
2026-07-30,124,429,109,9842339,95
2026-07-31,125,627,160,14430650,113
2026-08-01,57,313,88,8632921,53
2026-08-02,49,208,58,5975363,44
2026-08-03,55,167,53,4869644,43
2026-08-04,61,242,74,6606091,56
2026-08-05,48,190,55,5467114,42
