date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-03-29,405,1570,490,44088555,392
2026-03-30,320,1177,390,31701915,308
2026-03-31,182,788,259,19675684,173
2026-04-01,235,819,259,19617783,208
2026-04-02,236,920,270,21873965,226
2026-04-03,310,1220,367,30273255,297
2026-04-04,345,1385,435,43313073,338
2026-04-05,297,947,333,24886290,272
2026-04-06,170,576,228,15179102,162
2026-04-07,145,577,229,14798627,136
2026-04-08,140,591,214,15487632,136
2026-04-09,138,710,239,16951146,129
2026-04-10,262,1030,362,26667492,255
2026-04-11,273,1042,359,32328540,266
2026-04-12,204,630,238,17263246,202
2026-04-13,134,389,194,12774216,127
2026-04-14,92,276,112,7340117,87
2026-04-15,51,723,331,5783463,47
2026-04-16,131,967,417,12590071,126
2026-04-17,190,1231,429,20383770,187
2026-04-18,278,1025,319,30415481,272
2026-04-19,226,753,251,20758572,210
2026-04-20,146,552,212,14361424,134
2026-04-21,113,449,163,10591638,110
2026-04-22,132,421,163,10461592,126
2026-04-23,137,470,161,11540772,130
2026-04-24,187,743,238,19319314,181
2026-04-25,225,893,286,26293075,221
2026-04-26,143,507,176,12153113,140
2026-04-27,114,365,129,8550170,106
2026-04-28,117,420,145,9479642,113
2026-04-29,194,524,199,15879388,176
2026-04-30,230,658,244,19571817,216
2026-05-01,207,661,234,19292968,197
2026-05-02,358,1177,365,42487613,325
2026-05-03,402,1402,445,54240905,349
2026-05-04,319,1332,407,50205824,304
2026-05-05,159,586,192,22605282,155
2026-05-06,75,224,85,6927364,69
2026-05-07,102,354,116,8656312,96
2026-05-08,67,291,90,7265880,63
2026-05-09,122,498,171,16235184,121
2026-05-10,80,346,135,8979923,74
2026-05-11,65,381,149,9611323,61
2026-05-12,42,206,77,8654260,40
2026-05-13,51,387,149,11288910,46
2026-05-14,59,271,105,5849470,54
2026-05-15,146,745,211,17985409,142
2026-05-16,169,691,239,22171942,165
2026-05-17,117,485,184,13880345,110
2026-05-18,108,316,117,8378869,100
2026-05-19,86,554,244,12863634,78
2026-05-20,60,551,246,10301590,59
2026-05-21,109,444,192,10189718,105
2026-05-22,137,810,235,17812686,130
2026-05-23,148,633,214,20466814,147
2026-05-24,129,465,172,11920458,123
2026-05-25,58,246,89,4520040,55
2026-05-26,51,377,109,8776816,45
2026-05-27,55,191,68,5394969,50
2026-05-28,65,522,149,10841721,63
2026-05-29,119,371,160,11296507,111
2026-05-30,136,616,203,17357501,134
2026-05-31,62,417,112,9273844,60
2026-06-01,37,117,47,3080482,34
2026-06-02,31,370,151,7755989,24
2026-06-03,34,334,126,7363338,29
2026-06-04,53,236,74,4853284,46
2026-06-05,88,694,233,14299661,83
2026-06-06,146,675,209,19111408,143
2026-06-07,72,306,131,8519273,69
2026-06-08,33,145,67,3748144,32
2026-06-09,17,99,123,2909186,17
2026-06-10,17,214,101,3674493,16
2026-06-11,41,298,137,6275416,37
2026-06-12,80,482,148,12197695,75
2026-06-13,109,647,216,19162106,107
2026-06-14,46,207,65,4797277,45
2026-06-15,27,104,44,2896074,27
2026-06-16,25,68,35,2191283,23
2026-06-17,14,364,133,5361680,14
2026-06-18,36,137,49,2993382,31
2026-06-19,61,313,104,8174585,57
2026-06-20,84,483,153,13945335,83
2026-06-21,41,171,55,4483916,39
2026-06-22,8,25,15,1009651,8
2026-06-23,38,102,43,2539522,24
2026-06-24,24,230,80,5373462,22
2026-06-25,20,291,114,4710423,18
2026-06-26,33,200,63,4278856,31
2026-06-27,50,270,73,7131249,50
