date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-03-30,320,1179,391,31760545,308
2026-03-31,187,810,264,20074118,178
2026-04-01,240,831,263,19931897,212
2026-04-02,239,935,274,22201201,229
2026-04-03,311,1223,368,30403867,298
2026-04-04,349,1404,439,43659647,342
2026-04-05,298,959,336,25071340,274
2026-04-06,172,583,229,15258278,164
2026-04-07,157,577,229,14798627,142
2026-04-08,140,590,215,15503316,136
2026-04-09,141,710,237,16837809,132
2026-04-10,262,1028,362,26542396,255
2026-04-11,276,1058,363,32666150,269
2026-04-12,204,630,238,17263246,202
2026-04-13,134,389,194,12774216,127
2026-04-14,92,276,112,7340117,87
2026-04-15,50,721,330,5697163,46
2026-04-16,135,979,421,12962509,130
2026-04-17,191,1233,430,20435370,188
2026-04-18,279,1027,321,30491481,273
2026-04-19,231,773,257,21167263,215
2026-04-20,144,546,210,14257936,132
2026-04-21,115,457,165,10694826,112
2026-04-22,134,426,165,10614352,128
2026-04-23,139,476,163,11708472,132
2026-04-24,189,762,242,19806422,183
2026-04-25,225,894,286,26359915,221
2026-04-26,143,510,176,12176413,140
2026-04-27,117,414,132,9114420,109
2026-04-28,117,420,145,9533056,113
2026-04-29,195,530,201,16067488,177
2026-04-30,233,663,246,19697797,218
2026-05-01,210,678,241,19729644,200
2026-05-02,358,1177,376,42487613,325
2026-05-03,402,1402,455,54248605,349
2026-05-04,321,1337,419,50438022,306
2026-05-05,158,583,191,22523152,154
2026-05-06,76,226,86,6958164,70
2026-05-07,104,357,117,8704712,97
2026-05-08,67,294,91,7318680,63
2026-05-09,123,500,172,16385824,122
2026-05-10,82,350,137,9134773,76
2026-05-11,67,389,151,9801993,63
2026-05-12,42,206,77,8654260,40
2026-05-13,51,387,149,11288910,46
2026-05-14,60,273,106,5925010,55
2026-05-15,148,748,213,18159805,144
2026-05-16,169,691,239,22171942,165
2026-05-17,117,485,184,13882765,110
2026-05-18,109,318,118,8446165,101
2026-05-19,86,554,244,12863634,78
2026-05-20,60,551,246,10301590,59
2026-05-21,109,444,192,10189718,105
2026-05-22,138,812,236,17884266,131
2026-05-23,150,635,215,20561814,148
2026-05-24,129,467,173,12008458,123
2026-05-25,58,246,89,4540040,55
2026-05-26,52,379,110,8835116,46
2026-05-27,55,191,68,5394969,50
2026-05-28,65,522,149,10841721,63
2026-05-29,121,377,162,11419567,113
2026-05-30,138,625,206,17538110,136
2026-05-31,64,423,114,9368884,62
2026-06-01,38,122,48,3139882,35
2026-06-02,31,370,151,7755989,24
2026-06-03,34,334,126,7363338,29
2026-06-04,54,246,75,4924748,47
2026-06-05,90,699,234,14377835,84
2026-06-06,149,680,211,19276634,144
2026-06-07,72,308,132,8603399,69
2026-06-08,33,147,68,3832270,32
2026-06-09,17,99,123,2909186,17
2026-06-10,17,214,101,3674493,16
2026-06-11,42,303,138,6340756,38
2026-06-12,82,504,160,12935065,77
2026-06-13,113,669,221,19934316,111
2026-06-14,46,209,65,4911514,45
2026-06-15,27,104,44,2896074,27
2026-06-16,26,70,36,2296083,24
2026-06-17,15,366,135,5416980,15
2026-06-18,36,137,49,2993232,31
2026-06-19,61,313,104,8174585,57
2026-06-20,86,490,155,14122685,85
2026-06-21,42,176,56,4597766,40
2026-06-22,8,25,15,1009651,8
2026-06-23,38,102,43,2539522,24
2026-06-24,24,230,80,5373462,22
2026-06-25,20,291,114,4710423,18
2026-06-26,34,203,64,4376356,32
2026-06-27,52,274,75,7431049,52
2026-06-28,27,190,48,4853543,27
